mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_mean_0,delta_mean_1,delta_mean_2,delta_mean_3,delta_mean_4,delta_mean_5,delta_mean_6,delta_mean_7,delta_mean_8,delta_mean_9,delta_mean_10,delta_mean_11,delta_mean_12,delta_std_0,delta_std_1,delta_std_2,delta_std_3,delta_std_4,delta_std_5,delta_std_6,delta_std_7,delta_std_8,delta_std_9,delta_std_10,delta_std_11,delta_std_12,delta2_mean_0,delta2_mean_1,delta2_mean_2,delta2_mean_3,delta2_mean_4,delta2_mean_5,delta2_mean_6,delta2_mean_7,delta2_mean_8,delta2_mean_9,delta2_mean_10,delta2_mean_11,delta2_mean_12,delta2_std_0,delta2_std_1,delta2_std_2,delta2_std_3,delta2_std_4,delta2_std_5,delta2_std_6,delta2_std_7,delta2_std_8,delta2_std_9,delta2_std_10,delta2_std_11,delta2_std_12,rmse_mean,rmse_std,spec_mean,spec_std,mel_mean,mel_std,emotion
-0.10172786,0.2731048,-0.8749167,-0.1747468,-1.0772418,-0.07546863,-0.82556397,-1.4429219,0.6810106,0.70322967,-1.5283067,0.62579304,-1.8381296,1.0957814,0.8338265,1.1839699,1.1109251,0.26386413,-0.17936715,-0.09453037,1.8184977,0.38821608,0.21172708,0.7035046,0.03207384,2.0001876,-1.192662,-0.96241367,0.1448666,0.80815625,1.0732377,1.2853016,2.0905285,2.054502,-0.76201993,0.64035356,0.577784,2.1692493,0.21699268,-0.6318305,0.37847435,1.1713623,1.4763613,-0.08277326,-0.5048749,-0.30262145,1.1260753,-0.0640345,0.74077016,-1.2083751,0.23965937,0.9736619,0.4404364,-0.81743044,1.3643532,1.0100908,-0.8062588,-0.1740895,-1.3491489,0.45289266,-0.19169296,-1.2706726,0.31735498,-0.11845048,2.5726218,-0.7717393,0.023095118,0.4016206,0.98697585,0.12976758,-0.9979473,-0.23960963,0.59495074,-0.8838501,0.3387294,-1.3709707,-0.2907422,0.16603321,0.10949317,-0.3466233,-0.34968156,1.2605395,-0.10172844,1.5137261,disgust
0.41943386,-0.23743609,-0.9607709,0.14739676,-1.0038215,0.09179815,0.103135586,-0.32923433,0.9412135,0.3655027,0.33857438,0.4686391,-0.43408072,-0.78838474,-0.21655805,0.2696856,0.7940173,-0.45343065,-0.8273597,0.84033847,0.28807026,-0.43106478,0.3208707,-0.93510973,-0.8028293,0.062469304,-0.083427146,-0.2390294,2.3460858,2.1169472,0.88648194,0.16610056,1.1481494,-0.58270466,-0.7183677,-2.2756178,0.79421955,-0.2830546,-0.821561,-0.62491393,-0.36934257,-0.2607002,0.47765526,-0.73053455,-0.89052737,1.1511551,0.05736838,0.42931756,0.89370555,-1.3175287,-0.3485339,-0.08104904,-0.22544892,1.3309802,0.8570361,-0.15680498,-0.7676461,-0.1637433,-0.03200035,-0.8809192,-0.6633759,-0.2490437,1.4099458,-2.0655935,1.4943228,0.76462954,-0.5699557,0.4855681,-0.105033286,-0.45571807,-0.35059726,-0.8054996,0.6370751,0.65880907,0.5794861,-0.93315184,-0.08636057,0.07919974,-1.010059,-1.0217611,0.439595,-0.6432921,0.41943547,-0.99208397,angry
-1.2786973,-0.008608441,-1.2506332,0.5511084,-0.8825136,-0.25045934,0.24853653,-0.7491057,0.94512504,-0.39664903,-0.52787197,0.6266031,-1.4227699,0.8059271,0.05861224,1.5050143,-0.19383235,-0.23850064,-0.11699718,-0.4961324,0.51868606,-0.3981438,-0.18148461,-0.35961115,-0.72258466,1.2953614,-0.13586262,0.10165058,-1.1032231,1.2457081,0.75096655,-0.86834663,0.07398806,-0.4179884,1.1011313,-0.652681,0.47092897,0.8594147,-1.6834553,0.1459001,-0.8613118,0.8979166,0.35783547,-0.47053203,-0.071523175,-0.32321075,-0.12980707,0.28646183,0.4059025,-1.0174466,-0.10963814,0.7024907,-0.68779147,-0.28315774,0.17513491,-0.9605608,-0.21215713,-0.2696486,0.28486633,0.05295215,0.33972636,1.1266358,-0.10887835,0.52084875,0.51375604,0.023060746,-1.7652678,0.84412616,0.8291951,-0.07509747,-0.25785974,-0.49539092,0.38010156,-0.61058336,0.5657792,-0.4445816,-0.76862323,0.69157314,-1.1405033,-1.125508,-1.6321169,0.5996069,-1.2786955,0.9279338,happy
-0.51931334,-1.9734294,-1.5807304,-1.1661028,-1.5070806,-0.82073843,-0.08164142,-0.69255096,-0.1843299,-0.5397961,-1.0787896,0.58726865,-1.0347046,-1.4362901,-2.790714,0.9014505,-0.4854187,0.3289672,-0.3294183,0.31873995,0.6316312,0.1195588,0.46138436,1.2565289,-1.0968347,2.267509,-0.10277903,0.89172137,0.041519348,-0.054664157,0.46967763,-0.24002068,-1.0435458,-0.45494765,0.3683691,-2.291746,0.37638968,0.19229399,-2.4312508,-1.78693,-2.1189198,-0.6879963,-0.83516395,-1.1774907,-1.2087023,1.0508723,-0.3165412,-0.9010449,1.2694719,-0.2274931,-1.1599604,1.799976,1.2623771,0.19288486,-0.5756252,-0.53655374,0.3457389,-0.03696235,-0.45608208,-1.6145715,0.024287647,0.19829814,-1.0550007,-0.109341316,-1.6120689,-2.316059,-2.010725,-1.0643531,-0.42521584,-1.3641922,-1.5098869,-0.52239525,0.06950373,-1.1558666,1.0858569,0.163596,-0.9484104,0.8502717,-0.3623466,-0.007823109,-0.0037541876,-1.6826051,-0.5193128,-1.8215728,fearful
0.48016858,-0.95161664,-0.73974115,-0.9380026,-1.4111383,-0.92263335,0.38208824,-0.55549294,-0.10811078,-1.1075678,-0.55816245,0.50563073,-0.8744424,1.3082689,0.17269763,1.0836413,1.0856782,1.157939,0.57714397,-0.89365894,0.75376487,0.42897156,0.48055053,-0.2542678,1.2367427,1.7427281,-1.0261753,-0.28663898,0.4896528,-1.0323335,0.13472512,0.3882465,1.443431,1.2637742,0.5079283,-1.0116577,0.4736725,-1.6560574,1.4002061,-0.036325734,0.49666706,0.7925349,1.2834892,0.24430358,0.4804194,0.2236535,0.3735355,0.26052904,0.041879617,-0.32481107,1.8947215,2.171011,-0.73869705,-0.8196793,1.3360039,1.3473055,1.9187399,1.5101619,-2.0380356,0.84850156,-0.5417031,-2.18605,1.2130765,-0.7363158,3.0676236,0.15904915,0.120089896,0.22001562,-0.35634783,-0.36632726,0.9617281,-0.090274945,0.003404411,-0.75999814,0.61566883,0.07793121,1.7988676,2.510416,1.0776334,0.9295504,0.6120909,1.7952013,0.4801711,1.263974,surprised
-0.6822684,-1.6400299,-2.0562084,-0.8764834,-1.8593934,-1.0660299,-0.2660728,-1.0495963,0.014386784,-0.23307697,-1.263376,-0.04572853,-1.2668183,-0.9628882,-2.3050284,1.2018607,-0.10351237,0.6746964,-0.39754668,-0.05236315,0.5741672,0.2570042,0.031521812,1.2671853,-0.8174613,2.81851,0.09301861,0.51855725,1.8808421,0.22134969,0.7853754,1.8946309,-0.2612714,0.5788137,-1.5320464,-0.29861063,1.0316025,0.6831652,-0.9500876,-0.18087836,-1.4460442,-0.024060808,-0.63979506,-0.76608646,-0.8215645,0.11407944,0.072781906,-0.018088369,0.56337404,0.48463765,-0.6507418,2.0383515,0.8342869,0.44366747,0.11076971,-0.7340923,0.28630194,-0.19839193,-0.22571613,-0.64726776,-1.0763962,-0.50448865,1.1782227,-0.696181,1.7062602,-0.15331733,-1.2656069,-0.41428763,-0.15105909,-0.3889132,-0.88501066,-0.7776804,0.96567935,-0.2037545,0.6066828,0.47498778,-0.55687857,1.471453,-0.8109368,-0.6603413,-0.5949359,-0.6941907,-0.68226594,-1.190584,fearful
-0.6641447,-1.4028088,-1.2600781,-1.1162479,-1.2477959,-0.64958334,-0.5232404,-1.0544716,0.3351862,-0.84909207,-1.0120349,-0.021488579,-1.3646271,0.79864985,-0.9386928,1.5080671,-0.35550773,0.051223684,-0.39709473,-0.25516212,0.94467634,0.3171873,-0.048019364,0.19548233,0.4084128,0.9823055,-0.7058561,-0.9623272,1.2131675,-0.18848372,1.6209097,1.5038354,0.93655664,1.6174585,-0.61807513,-1.3797967,0.4429594,0.7767281,0.35207397,-0.6452567,-0.46798614,1.138742,0.6045148,-1.1648966,-0.9434346,-0.40146154,-0.45739093,0.49443147,-0.15615134,-1.1591616,0.5450654,0.2001699,-0.114830986,-0.564623,1.6979383,1.8294619,-0.56801844,-0.4408124,-1.3148291,0.38618317,1.4136955,-0.61701417,0.1850566,-2.0036747,2.2718544,-0.80931056,-0.09373034,0.7949029,0.32065868,-0.7777131,-0.7521716,-0.56607735,-0.743872,-0.74824435,-0.16951525,-2.1605086,0.11215898,0.9758225,0.11317727,-0.121808864,-0.34033835,0.9506566,-0.66414475,0.7526028,fearful
-0.42468452,-0.017565193,-0.15191719,-0.44192553,-0.6445487,0.14994022,-0.3028177,-0.1884819,0.17931643,0.014589997,-0.59182996,-0.27907375,-1.253303,0.1342474,0.43495435,1.0517746,-0.49147025,-0.63369536,-1.2474184,-0.5220177,-0.5336152,-0.1875419,-0.30181307,-0.7958833,-0.62808233,0.9253059,0.032257393,-0.46894422,-0.93788075,0.2132019,0.7515976,0.51843816,1.5249355,0.20924294,-1.182884,0.92395777,-0.25209758,0.11154004,-1.7578233,-0.32883477,1.1183605,1.5902663,0.01261845,-0.74640733,-1.0828314,-0.25974268,-1.2210176,0.24009024,-0.55807185,-0.929184,-1.3828673,1.192854,-1.2141491,-1.1575749,0.46091363,0.39151824,0.76958585,-0.06847249,0.8149875,1.4157453,-0.44509113,-1.621678,1.0753814,1.8448656,1.4738426,-0.08628402,1.7130744,0.6480729,0.05940329,-0.8007009,-1.2176116,-0.12100657,-0.89944834,-0.9684043,-1.5383167,-1.2261626,-0.43228045,-0.18484055,-0.19945386,-0.39023027,-0.49095652,0.16126673,-0.42468342,0.22589031,calm
-0.59136313,-0.20329107,0.063656114,-0.23905636,-0.7819969,-0.17128474,-1.1089188,-0.85133266,-0.29264453,0.014194851,-1.1990329,0.33197263,-1.4085711,-0.0042333733,0.3679687,0.27476168,0.050116338,-0.45574513,-0.82016486,0.7159938,0.5771883,0.19380742,-0.70315933,0.4989381,-0.8123152,1.5403394,0.025627539,0.1516582,-0.3851273,-0.5258348,0.61542904,0.82497007,0.6294541,0.7580035,-0.4383854,-0.4778964,0.84875166,0.106710516,-1.3876877,-0.8883804,0.75411844,0.5421797,0.93838257,-0.6371096,-1.012704,-0.10069666,-0.3720547,-0.16906317,-0.46899313,-0.6850738,-0.5202892,1.8119574,-1.0701592,-1.4358408,0.9292938,1.1870657,0.6955634,0.87945837,1.8582041,1.083177,0.35264438,-1.8568873,0.7331536,-0.020704046,1.0091915,-0.1953574,0.6254599,-0.0950241,1.2617362,-1.1770629,-0.3950623,0.9350785,0.9512984,-0.21392219,-0.3802673,-0.3985373,-0.529334,0.16052052,-0.6328768,-0.4412637,-0.37636715,-0.251943,-0.5913641,-0.09139317,sad
-1.2669014,-0.5566711,-1.9403474,0.03918618,-1.1151713,-1.4201072,-0.25276065,-0.95034164,0.49807858,-0.8323162,-1.160812,0.84297615,-2.1544833,-0.5445658,-1.0968381,2.2628388,-0.8451504,0.89783823,0.35021165,-0.031361826,0.561823,-0.9730314,0.8604418,0.2594979,0.25241682,2.1043992,0.41482314,1.2682233,1.6677148,0.8007249,-0.5568853,2.1285954,-0.052114446,-0.62413436,-0.20146711,-0.19157174,1.7444527,-1.7291498,0.20588732,1.0857465,-1.2875911,1.5944482,-0.16424927,0.85479003,-0.41506225,0.7177279,-0.92898965,-0.6238791,0.48825777,-0.86534715,1.1669518,0.5736542,0.9304239,1.1534351,0.43586692,-0.040565014,-0.5030979,-0.7601296,-1.2358443,-0.20279057,-0.35002837,-1.0108933,0.8440346,0.34302765,-0.15993486,0.67497855,-1.7036892,1.8092009,-0.4086456,0.68105793,-0.16627988,0.71352357,-0.4229075,-0.83677906,0.3764377,-0.8789353,0.84841645,0.8162182,-1.6682134,-1.6001666,-1.6750995,-0.011594104,-1.2669016,-0.42062026,happy
0.80576617,0.18457197,-0.5904373,0.03134171,-1.1226786,0.8648369,-0.5631209,-0.5289447,0.8000837,0.3179631,-0.3906874,0.69347,-0.70992035,0.29324478,0.44076508,-0.18183957,0.79278004,0.2247261,-0.876192,-0.05616115,0.98264706,0.58301425,-0.11936261,-0.45114982,-0.6896973,0.21292536,0.18837783,1.481562,-0.23842989,1.4152927,1.005877,-0.42212334,-0.21179256,0.08253667,0.21629485,-1.7270803,-0.3056409,-0.4906629,-2.3714895,-1.1007736,-0.23573494,-0.24532229,0.7126205,-0.09456744,-0.78202176,-0.9693651,1.0096782,0.005532773,0.16540119,-1.0689534,-0.90691763,0.36423504,-0.468428,1.714685,-0.123982534,0.36384934,0.8257405,-0.6089617,-0.19616222,-0.97251546,0.33361453,-0.75771135,-1.3360052,-0.9649583,-1.9432653,-1.0761664,0.4637036,0.038601734,1.407831,-0.5259081,-0.9374399,-1.6497586,1.2607659,0.1970381,0.03693454,-0.08481689,-0.55080676,0.477027,0.30566618,0.50958616,0.77518505,-0.036669247,0.8057645,0.24085233,disgust
0.7513644,-0.7811232,-1.0773567,-0.11040719,-1.2094617,-0.1954991,0.4471117,-0.09721946,0.4316991,-0.48194775,-0.27038231,0.124564596,0.053828705,0.58871746,-0.29728317,0.5383884,0.8271479,-0.2854814,-0.6526588,0.2360802,0.20235386,-0.21817133,1.172278,0.7944748,-0.10472423,0.70264137,0.4707543,0.34583923,1.1507254,1.0221804,0.67085266,0.20553446,0.71378565,0.8719736,-0.5744722,-0.6576795,0.8352576,1.6943096,-0.30196816,1.2151902,-0.035050455,0.4494932,0.8201127,-0.56165856,-0.669023,0.65666187,0.77341694,0.40616116,1.1879083,1.0194671,-0.39455077,1.7161075,0.58773893,0.13865973,0.35003066,0.68084574,-0.020194624,-0.33884022,-0.47467813,-0.8040339,-0.6787822,-0.6383001,0.55313605,-0.124321155,1.3418702,1.0728115,-0.11959392,0.5779401,0.31917384,-0.16755205,-0.070546664,-0.43062538,-0.21468599,-0.78399885,0.8602851,1.3779999,-0.81913817,0.9382804,-0.0046428167,-0.12517536,0.85693765,0.81008196,0.7513641,0.34582636,surprised
